Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Price to Earning,Market Capitalization,Dividend yield,Net Profit latest quarter,YOY Quarterly profit growth,Sales latest quarter,YOY Quarterly sales growth,Return on capital employed,Sales growth 5Years,Profit growth 5Years,Average return on equity 5Years,Price to book value,Return on equity,Debt to equity,Sales growth 3Years,Profit growth 3Years,Pledged percentage,Historical PE 5Years,Cash from operations last year,Cash from operations preceding year,Days Receivable Outstanding,Interest Coverage Ratio,OPM,OPM last year,OPM preceding year,OPM latest quarter,OPM preceding quarter,OPM 5Year,OPM preceding year quarter,Dividend Payout Ratio,Dividend Payout
Jaykay Enter.,500306,JAYKAY,INE903A01025,Aerospace & Defense,Aerospace & Defense,153.69,56.89,2318.55,0.00,4.51,-78.19,74.57,34.48,8.18,283.77,48.12,6.63,3.36,11.66,0.06,76.47,229.17,0.00,68.95,40.33,-0.49,134.46,5.05,10.68,16.39,-0.58,14.24,-9.88,10.24,12.41,0.00,0.00
Jayshree Chem.,506520,,INE693E01016,Chemicals & Petrochemicals,Commodity Chemicals,5.85,39.91,17.16,0.00,0.07,185.71,6.56,55.08,2.19,107.77,43.10,-1.77,1.64,4.66,0.05,32.74,18.29,0.00,101.58,-1.34,-0.76,87.63,6.50,-2.15,-3.40,-5.93,-1.37,-0.33,-9.46,-7.57,0.00,0.00
Jaysynth Orgo,524592,,INE263B01022,Chemicals & Petrochemicals,Specialty Chemicals,20.65,15.27,278.58,0.24,5.35,187.63,58.79,1.77,13.45,193.63,80.86,,2.17,11.95,0.33,9.91,141.29,0.00,7.65,6.33,6.33,90.00,16.78,9.88,8.22,9.93,12.94,11.16,7.35,5.61,4.57,4.57
JBM Auto,532605,JBMA,INE927D01051,Auto Components,Auto Components & Equipments,625.60,64.31,14795.08,0.14,44.26,14.67,1442.45,15.04,15.07,25.16,35.50,15.82,9.62,15.67,1.97,16.43,22.16,0.00,72.37,-59.86,393.92,131.02,1.98,11.28,11.11,11.74,10.78,12.37,11.15,9.58,9.19,9.19
JD Cables,544524,,INE14VP01014,Industrial Products,Cables - Electricals,215.60,15.33,486.20,0.00,19.80,69.09,243.34,70.11,33.63,79.20,170.26,52.32,3.33,36.01,0.39,107.41,362.80,0.00,0.08,-73.51,-18.21,95.67,10.67,13.03,13.03,13.62,11.69,15.72,11.20,,0.00,0.00
Jeena Sikho,544476,JSLL,INE0J5801029,Leisure Services,Wellness,516.30,27.13,6417.65,0.87,65.69,28.03,224.40,28.75,70.74,42.62,84.51,48.36,13.73,60.01,0.27,57.83,88.18,0.00,45.35,261.99,68.63,31.85,22.62,42.63,43.63,26.72,41.05,36.18,32.52,45.21,25.18,25.18
Jeevan Scienti.,538837,,INE237B01018,Healthcare Services,"Healthcare Research, Analytics & Technology",74.30,42.87,149.20,0.00,0.87,117.42,18.28,107.73,5.01,5.58,-37.16,2.48,2.06,1.89,0.30,19.37,33.46,0.00,10.71,0.42,10.07,122.71,4.51,20.47,15.92,15.95,16.14,20.15,15.89,-20.23,0.00,0.00
Jenburkt Pharma,524731,JENBURPH,INE354A01013,Pharmaceuticals & Biotechnology,Pharmaceuticals,1038.80,12.83,458.45,1.99,5.89,-24.39,35.51,-0.06,26.95,9.08,17.75,20.04,2.33,20.25,0.01,7.26,14.92,0.00,13.57,26.52,27.91,52.69,97.06,24.19,25.93,26.63,16.98,31.93,24.18,25.19,26.28,26.28
Jet Freight,543420,JETFREIGHT,INE982V01025,Transport Services,Logistics Solution Provider,21.18,13.00,98.28,0.00,2.53,42.13,178.97,49.93,14.26,5.07,21.96,5.05,1.43,10.29,0.93,2.15,383.93,26.16,21.51,-7.25,-2.19,64.15,2.61,3.98,3.73,3.27,3.63,5.31,2.59,2.53,0.00,0.00
Jet Knitwears,,JETKNIT,INE564T01017,Textiles & Apparels,Garments & Apparels,48.45,355.83,21.35,0.00,0.01,-98.59,10.87,-18.58,3.41,-9.35,-48.46,3.03,0.93,0.26,0.59,-12.62,-62.95,0.00,27.33,0.80,0.06,311.23,1.07,6.72,6.72,7.93,7.45,6.25,7.99,,0.00,0.00
Jet Solar,538794,,INE155R01018,Realty,"Residential, Commercial Projects",6.90,204.75,8.19,0.00,0.02,112.50,0.20,253.85,0.25,29.67,16.02,0.50,0.39,0.21,0.01,6.14,-12.64,13.42,95.15,-4.17,-2.46,358.36,,-270.91,-270.91,-120.37,-600.00,-82.86,-110.18,,0.00,0.00
Jetking Infotrai,517063,,INE919C01019,Other Consumer Services,E-Learning,134.15,,84.56,0.00,-1.34,-267.50,5.32,-12.79,-1.42,22.48,,-0.35,1.91,-2.18,0.04,5.64,5.54,0.00,23.07,1.29,-0.51,22.50,-18.73,-21.37,-13.19,-0.28,-27.82,-61.45,-9.26,2.30,0.00,0.00
Jeyyam Global,,JEYYAM,INE0RXB01022,Food Products,Other Food Products,22.15,7.66,105.21,0.00,2.82,-77.51,270.55,-30.09,10.84,21.65,31.68,13.27,0.58,7.89,0.38,19.44,20.41,0.00,9.32,21.12,0.87,59.06,3.34,4.66,4.66,5.36,3.84,5.24,4.99,,0.00,0.00
JFL Life,,JFLLIFE,INE0LA901015,Pharmaceuticals & Biotechnology,Pharmaceuticals,9.85,4.81,32.50,0.00,1.11,48.00,11.10,-4.23,18.19,32.01,63.97,13.44,1.42,15.00,0.47,45.30,31.57,0.00,24.29,-4.33,-3.53,147.97,5.03,9.06,8.91,10.00,18.83,5.57,10.03,16.65,0.00,0.00
Jhandewala Foods,540850,,INE841Y01019,Food Products,Packaged Foods,16.59,4.20,25.31,0.00,3.13,25.70,74.94,147.57,14.54,44.38,18.37,,0.58,16.94,0.22,138.98,30.96,0.00,10.52,9.55,-38.82,33.69,12.87,4.59,4.59,7.93,3.48,,0.93,-12.00,0.00,0.00
Jhaveri Credits,531550,,INE865D01012,Finance,Other Financial Services,170.85,,189.68,0.00,-1.48,-224.37,17.06,73.55,2.63,98.38,55.18,3.01,1.35,2.62,0.08,111.77,56.66,0.00,59.29,-4.70,-6.88,58.75,-5.96,-7.68,-2.41,14.45,-15.53,4.35,2.60,18.41,0.00,0.00
JHS Sven.Lab.,532771,JHS,INE544H01014,Personal Products,Personal Care,7.89,,68.96,0.00,1.09,2.83,30.38,29.55,-0.78,0.18,,-0.62,0.39,-1.11,0.09,6.24,,0.00,60.24,-2.66,-5.18,60.16,-1.92,2.77,2.58,-4.36,6.81,-5.02,-2.81,7.08,0.00,0.00
JHS Svend.Retail,544197,RETAIL,INE03DD01011,Retailing,Diversified Retail,17.24,,14.14,0.00,0.14,480.00,4.02,21.45,,,,,0.55,-1.18,0.40,,,0.00,,5.01,,12.63,0.69,-16.15,-14.33,,-19.90,-24.12,,-11.78,0.00,0.00
Jigar Cables,540651,,INE943X01015,Electrical Equipment,Other Electrical Equipment,60.90,30.49,54.88,0.00,1.21,30.11,31.72,-26.90,8.57,32.39,33.78,6.50,1.81,7.02,0.39,26.75,20.45,0.00,34.11,-1.43,6.91,19.65,6.43,5.76,5.76,4.24,6.05,5.41,5.27,,0.00,0.00
Jindal Capital,530405,,INE356F01017,Finance,Other Financial Services,33.77,19.47,24.34,0.00,0.32,60.00,1.08,40.26,11.16,-7.61,23.08,8.71,1.99,9.69,1.16,-6.59,96.03,0.00,35.53,1.86,1.83,7.12,2.35,59.64,57.32,65.36,59.26,53.33,31.04,48.05,0.00,0.00
Jindal Drilling,511034,JINDRILL,INE742C01031,Oil,Offshore Support Solution Drilling,663.05,9.86,1921.52,0.15,47.14,-28.69,275.39,8.38,13.67,20.16,101.84,8.62,1.06,10.22,0.05,24.84,21.94,0.00,9.10,178.16,864.11,81.96,35.77,33.48,35.33,29.05,35.72,29.71,29.76,42.04,1.38,1.38
Jindal Hotels,507981,,INE726D01016,Leisure Services,Hotels & Resorts,66.84,13.25,46.79,0.00,0.58,300.00,11.32,18.29,11.66,25.59,17.43,5.83,1.90,10.83,1.93,5.48,7.90,0.00,30.91,10.30,12.96,21.04,2.50,28.05,27.38,18.98,25.09,35.47,24.07,21.00,0.00,0.00
Jindal Leasefin,539947,,INE919T01013,Finance,Investment Company,77.83,25.74,23.42,0.00,-0.05,-25.00,0.00,,24.97,47.70,100.83,-4.14,4.35,15.67,0.00,520.58,123.74,0.00,45.78,2.10,-3.11,0.00,,90.00,89.12,-105.80,,95.97,-12219.15,,0.00,0.00
Jindal Photo,532624,JINDALPHOT,INE796G01012,Finance,Investment Company,1021.20,,1047.58,0.00,13.08,-75.03,7.97,1375.93,-1.38,102.54,,16.77,1.03,-2.29,0.06,17.02,,0.00,2.56,7.45,0.06,0.00,-10.72,-505.75,-115.38,83.81,98.12,-932.61,33.30,83.33,0.00,0.00
Jindal Poly Film,500227,JINDALPOLY,INE197D01010,Industrial Products,Packaging,672.35,50.29,2943.98,0.88,107.19,39.13,695.80,-23.84,-2.03,-6.61,,8.43,0.97,-0.58,1.31,-14.85,,0.00,14.00,-97.86,221.57,29.28,-1.08,-25.48,-20.18,5.08,1.42,-82.60,6.52,1.62,0.00,0.00
Jindal Poly Inve,536773,JPOLYINVST,INE147P01019,Finance,Investment Company,997.45,1.30,1048.32,0.00,13.89,-77.87,8.83,5.75,63.42,296.33,123.39,24.05,0.65,54.80,0.01,-30.78,44.76,0.00,2.08,5.95,1.30,0.00,721.37,87.75,97.27,98.77,98.87,89.53,52.36,99.04,0.00,0.00
Jindal Saw,500378,JINDALSAW,INE324A01032,Industrial Products,Iron & Steel Products,305.30,29.88,19524.19,0.66,90.79,-75.43,4452.31,9.00,10.43,10.91,25.27,11.77,1.55,8.20,0.37,0.05,14.34,0.00,10.19,1771.39,2335.16,63.10,2.52,10.58,12.46,16.54,8.79,10.31,13.29,16.41,13.14,13.14
Jindal Stain.,532508,JSL,INE220G01021,Ferrous Metals,Iron & Steel,737.85,18.48,60829.80,0.54,768.66,7.73,11278.54,10.50,19.28,28.65,55.41,21.10,3.07,17.73,0.38,6.36,15.25,0.61,17.58,3394.99,4718.36,26.22,8.66,12.64,12.76,11.37,11.78,12.83,12.23,12.70,10.32,10.32
Jindal Steel,532286,JINDALSTEL,INE749A01030,Ferrous Metals,Iron & Steel,1165.00,38.49,118840.26,0.17,843.80,-43.45,15482.13,25.93,9.70,9.10,1.40,11.27,2.33,8.22,0.44,0.15,0.77,9.92,17.32,7204.23,10823.96,11.81,3.53,16.48,18.15,18.93,17.18,18.06,21.25,24.45,6.04,6.04
Jindal Worldwide,531543,JINDWORLD,INE247D01039,Textiles & Apparels,Other Textile Products,57.51,68.02,5765.96,0.00,32.41,85.78,554.72,2.74,8.63,6.10,16.63,13.21,6.70,7.79,0.65,3.36,-17.82,18.90,58.85,216.01,167.16,95.22,3.90,5.40,5.99,8.53,5.43,6.44,8.81,7.47,0.00,0.00
Jinkushal Indus.,544547,JKIPL,INE1FF001016,"Agricultural, Commercial & Construction Vehicles","Dealers-Commercial Vehicles, Tractors, Construction Vehicles",100.56,45.20,386.01,0.00,2.20,-59.36,56.57,15.87,9.75,,,,1.99,8.64,0.52,,,0.00,0.88,-109.51,-11.25,221.85,3.43,2.92,5.81,6.14,-1.34,6.83,,10.73,0.00,0.00
Jio Financial,543940,JIOFIN,INE758E01017,Finance,Investment Company,239.50,76.53,158145.24,0.25,830.25,174.44,2004.47,227.28,1.86,,,,1.14,1.19,0.16,328.21,293.11,0.00,115.41,-15438.64,-10088.73,6.29,3.31,66.16,65.68,75.79,69.71,59.36,,74.60,24.42,24.42
JITF Infra Logis,540311,JITFINFRA,INE863T01013,Other Utilities,Water Supply & Management,304.50,,782.68,0.00,-2.09,170.98,664.03,20.70,15.39,24.79,10.21,,,,,20.90,15.76,0.00,121.77,198.76,185.02,165.22,1.31,19.52,19.89,17.93,21.35,17.73,17.01,23.62,0.00,0.00
Jivial Industrie,544805,,INE0V3T01017,Non - Ferrous Metals,Aluminium,79.90,9.95,37.31,0.00,,,,,51.76,,,50.97,,43.00,0.04,28.03,47.44,0.00,7.31,0.54,0.95,21.74,52.33,27.51,27.51,31.22,,,26.09,,0.00,0.00
Jiwanram Sheo,,JIWANRAM,INE0N5H01017,Industrial Products,Other Industrial Products,4.30,10.53,10.64,0.00,0.36,-66.97,42.77,21.75,2.77,12.03,14.64,3.66,0.16,1.55,0.68,8.38,-37.00,0.00,9.93,2.95,3.07,409.04,1.74,-0.87,-0.87,6.57,-3.48,9.28,6.47,,0.00,0.00
JK Agri Genetics,536493,,INE690O01011,Agricultural Food & other Products,Other Agricultural Products,287.90,,133.50,0.00,-9.09,-573.33,22.96,-16.78,5.25,,,,1.33,-8.06,0.00,,,0.00,271.61,-27.97,3.42,88.34,1.22,1.58,1.58,-6.21,-5.18,-35.72,,-3.01,0.00,0.00
JK Lakshmi Cem.,500380,JKLAKSHMI,INE786A01032,Cement & Cement Products,Cement & Cement Products,515.70,16.66,6402.13,1.26,108.07,-28.07,1904.78,9.41,12.00,7.42,-0.43,13.05,1.65,10.69,0.67,1.58,4.61,0.00,20.23,1082.35,783.66,5.98,3.45,13.68,14.79,13.95,13.58,14.48,14.88,17.87,19.59,19.59
JK Paper,532162,JKPAPER,INE789E01012,"Paper, Forest & Jute Products",Paper & Paper Products,405.80,22.51,7357.92,0.99,136.27,64.46,1887.17,13.61,7.39,20.80,2.74,15.75,1.33,4.77,0.47,3.21,-39.82,0.00,8.88,772.84,643.38,28.16,3.28,13.21,13.06,13.95,15.35,14.07,21.03,15.03,27.28,27.28
JK Tyre & Indust,530007,JKTYRE,INE573A01042,Auto Components,Tyres & Rubber Products,367.35,14.73,10590.32,1.09,44.09,-76.60,3946.24,2.00,15.51,12.40,24.41,13.61,1.75,15.99,0.81,3.69,43.94,0.00,15.14,1443.84,715.77,71.78,3.51,11.51,12.44,10.88,6.54,12.72,11.14,10.39,14.86,14.86
JLA Infraville,538765,,INE401Q01018,Retailing,Internet & Catalogue Retail,2.12,,1.38,0.00,-0.11,-164.71,0.00,,-1.41,,,0.65,0.18,-2.05,1.77,,,0.00,18.36,-0.01,-0.05,,-7.80,,,,,,,,0.00,0.00
JM Financial,523405,JMFINANCIL,INE780C01023,Finance,Holding Company,132.06,11.97,12637.61,2.46,368.57,-35.67,1200.53,8.03,11.63,5.63,15.58,8.99,1.19,11.94,1.09,8.65,26.80,0.00,11.69,580.73,5568.65,123.66,2.47,56.45,62.55,52.67,58.31,51.77,60.11,76.50,25.86,25.86
JMD Ventures,511092,,INE047E01031,Entertainment,"Film Production, Distribution & Exhibition",6.95,37.15,20.06,0.00,0.24,71.43,0.08,-33.33,1.61,-19.06,17.04,3.34,0.52,1.14,0.00,-35.46,-43.96,0.00,25.75,0.25,0.01,746.59,,50.76,50.76,55.48,-125.00,-73.33,41.48,-8.33,0.00,0.00
JMG Corporation,523712,,INE745F01011,Industrial Products,Plastic Products - Industrial,5.67,,13.13,0.00,-0.08,77.78,0.01,-95.65,-13.43,-35.37,3.08,-7.63,2.14,-16.05,0.13,-42.57,,0.00,119.30,-0.42,0.20,10.74,-14.80,-168.09,-151.47,-5.56,-800.00,-192.31,-41.97,-147.83,0.00,0.00
JMJ Fintech,538834,,INE242Q01016,Finance,Non Banking Financial Company (NBFC),9.28,4.14,34.93,1.62,1.97,72.81,5.35,5.52,20.24,66.41,99.03,15.49,0.59,19.08,0.57,78.76,310.34,0.00,16.03,-17.94,-9.33,0.17,4.20,66.94,62.19,65.71,68.04,60.86,59.17,46.15,0.00,0.00
JNK,544167,JNKINDIA,INE0OAF01028,Industrial Manufacturing,Industrial Products,445.05,33.08,2490.23,0.07,9.63,915.04,179.96,81.59,17.35,42.83,31.56,20.06,4.39,12.12,0.16,26.22,11.94,0.00,44.04,-2.18,-65.38,153.75,6.41,11.62,11.23,9.76,8.84,13.64,14.56,3.33,2.58,2.58
Jocil,,JOCIL,INE839G01010,Chemicals & Petrochemicals,Commodity Chemicals,154.30,16.63,137.02,2.27,2.17,-2.25,253.06,-6.25,5.62,13.04,-9.66,2.72,0.64,3.96,0.00,4.32,-5.90,0.00,23.48,1.61,10.42,34.93,38.90,1.51,1.48,0.61,1.49,1.76,1.36,1.39,37.45,37.45
John Cockerill,500147,COCKERILL,INE515A01019,Industrial Manufacturing,Industrial Products,8193.50,,4045.80,0.09,-31.37,-108.72,298.56,17.89,,,,,,,,,,0.00,,,,147.65,0.83,-3.16,-3.16,,-9.11,2.43,,-10.15,0.00,0.00
Johnson Pharma,532154,,INE560F01022,Commercial Services & Supplies,Diversified Commercial Services,0.47,,25.85,0.00,-1.10,-2100.00,0.00,,-104.81,,,-16.14,58.75,-146.48,48.64,,,0.00,86.00,-57.46,-1.91,,-31.20,,,,,,,,0.00,0.00
Joindre Capital,531861,,INE024B01010,Capital Markets,Stockbroking & Allied,49.87,9.19,69.00,4.01,2.12,7.07,10.71,5.62,12.39,7.45,12.33,7.18,0.76,6.84,0.01,11.70,23.70,0.00,9.50,-5.27,-5.44,92.18,14.59,27.00,27.80,31.36,29.32,20.38,26.42,29.09,19.79,19.79
JOJO,531910,,INE312M01024,Entertainment,"Film Production, Distribution & Exhibition",201.25,204.70,1387.85,0.01,1.09,445.00,4.15,205.15,19.49,184.92,,9.57,19.24,13.13,0.01,508.49,738.25,0.00,111.38,11.36,-11.79,384.60,,45.06,42.21,51.96,53.01,25.59,45.45,22.79,2.16,2.16
Jolly Plastic,507968,,INE289M01016,Finance,Investment Company,43.30,,105.57,0.00,-0.14,-1500.00,0.05,25.00,0.15,-56.80,,0.26,4.20,0.15,0.00,7.34,0.00,0.00,3885.00,-0.21,-0.46,0.00,,-216.67,2.13,3.28,-420.00,-385.71,3.73,25.00,0.00,0.00
Jonjua Overseas,542446,,INE793Z01027,Commercial Services & Supplies,Consulting Services,3.84,1.68,13.53,1.79,1.24,,4.35,,19.64,61.68,64.01,14.56,0.26,19.93,0.54,80.61,119.80,0.00,11.80,34.10,-2.62,223.20,214.40,53.65,53.65,43.61,34.02,49.82,47.12,,0.00,0.00
Josts Engg. Co.,505750,,INE636D01041,Industrial Manufacturing,Industrial Products,238.65,71.45,282.24,0.52,2.52,320.00,48.94,23.55,6.51,18.47,,9.32,1.77,-6.70,0.02,7.96,,0.00,32.31,-24.24,17.63,155.34,4.28,4.38,4.43,10.92,6.48,-3.81,7.59,5.33,19.40,19.40
JP Power Ven.,532627,JPPOWER,INE351F01018,Power,Power Generation,16.29,13.37,11164.28,0.00,468.84,138.18,1775.70,12.16,6.97,11.00,24.10,5.06,0.88,3.60,0.27,-1.30,96.79,72.99,17.93,1300.99,1714.28,71.56,3.32,26.49,24.57,33.95,42.74,8.75,27.27,37.98,0.00,0.00
JPT Securities,530985,,INE630C01012,Finance,Non Banking Financial Company (NBFC),17.54,,5.27,0.00,-0.09,59.09,0.00,-100.00,-976.81,-27.81,,,,,0.18,-40.30,,0.00,230.50,-0.14,0.02,0.00,,-6730.00,-6730.00,-45.24,,,-395.41,-220.00,0.00,0.00
JSL Industries,504080,,INE581L01018,Electrical Equipment,Other Electrical Equipment,849.00,30.02,99.66,0.00,0.43,7.50,14.52,19.11,9.93,2.60,6.96,11.87,2.13,7.10,0.05,4.81,-1.57,0.00,21.54,8.53,-0.16,21.96,17.36,7.17,7.45,7.44,3.79,7.52,8.24,3.94,0.00,0.00
JSW Cement,544480,JSWCEMENT,INE718I01012,Cement & Cement Products,Cement & Cement Products,124.07,21.44,16915.27,0.40,153.43,359.81,1896.41,21.58,11.07,11.03,18.66,7.52,2.58,14.67,0.68,3.82,68.29,0.08,29.35,1170.21,736.74,47.93,3.01,17.76,19.10,10.66,15.74,19.27,14.38,20.69,-88.67,-88.67
JSW Dulux,500710,JSWDULUX,INE133A01011,Consumer Durables,Paints,3174.50,37.66,14456.77,1.58,79.70,-12.42,965.00,-3.02,22.73,8.25,11.51,25.94,5.90,19.10,0.03,-1.81,2.45,0.00,33.84,93.20,312.10,61.14,43.90,13.67,14.15,15.78,11.93,14.38,14.77,13.52,47.49,47.49
JSW Energy,533148,JSWENERGY,INE121E01018,Power,Power Generation,539.85,49.34,98980.57,0.37,532.70,-36.62,5207.13,1.24,8.16,22.25,22.95,8.07,3.08,7.51,2.50,22.30,18.78,13.28,45.06,9898.31,3838.48,31.48,1.29,53.51,53.27,44.45,55.18,50.01,45.40,54.22,15.69,15.69
JSW Holdings,532642,JSWHL,INE824G01012,Finance,Investment Company,11472.00,101.76,12733.92,0.00,21.47,9.15,34.58,15.00,0.53,14.10,13.43,0.73,0.40,0.40,0.00,-23.87,-25.60,0.00,62.65,139.82,169.03,3.72,,91.32,92.18,94.34,83.60,90.65,95.65,87.63,0.00,0.00
JSW Infrast,543994,JSWINFRA,INE880J01026,Transport Infrastructure,Port & Port services,333.00,50.04,77589.05,0.27,357.60,-9.89,1444.83,18.06,13.59,27.30,40.45,16.28,6.43,15.31,0.63,18.84,28.55,0.00,43.45,2021.50,2100.44,72.03,5.52,48.30,48.57,50.54,46.64,50.53,50.17,47.49,12.32,12.32
JSW Steel,500228,JSWSTEEL,INE019A01038,Ferrous Metals,Iron & Steel,1325.00,26.91,324022.65,0.54,4696.00,112.96,47364.00,9.77,10.96,18.36,2.85,12.82,3.24,10.24,0.99,3.77,34.77,11.60,32.93,25152.00,20899.00,22.16,2.74,16.42,15.89,13.46,19.60,16.54,16.39,17.33,9.70,9.70
JTEKT India,520057,JTEKTINDIA,INE643A01035,Auto Components,Auto Components & Equipments,121.27,43.86,3363.99,0.62,6.22,-42.51,717.98,26.85,9.77,14.57,45.79,9.64,2.84,7.81,0.29,8.74,-0.39,0.00,47.68,99.30,194.49,51.74,7.60,7.38,7.52,7.70,5.32,9.11,7.98,5.45,27.06,27.06
JTL Defence,537254,,INE140B01048,Industrial Products,"Aluminium, Copper & Zinc Products",790.00,1484.96,831.58,0.00,-2.67,10.10,21.24,,0.68,-22.90,14.89,,4.24,1.29,0.30,-5.72,26.32,0.00,9241.00,-15.48,-8.40,383.54,1.28,20.87,21.88,-118.37,11.58,24.21,-63.06,,0.00,0.00
JTL Industries,534600,JTLIND,INE391J01032,Industrial Products,Iron & Steel Products,91.67,30.53,3502.18,0.14,35.36,99.45,721.61,32.68,9.57,37.45,37.47,13.56,2.36,7.28,0.16,11.32,2.69,5.00,29.27,-67.37,-245.69,70.78,12.75,8.20,7.23,6.42,8.14,8.34,7.21,4.30,4.99,4.99
Jubilant Agri,544355,JUBLCPL,INE03CC01015,Chemicals & Petrochemicals,Specialty Chemicals,2222.60,25.44,3367.79,0.00,46.11,4.49,523.18,18.38,40.39,,,,7.32,33.21,0.11,,,0.00,24.46,74.80,129.34,81.60,26.21,10.22,10.84,9.57,12.99,6.70,,14.34,0.00,0.00
Jubilant Food.,533155,JUBLFOOD,INE797F01020,Leisure Services,Restaurants,482.70,83.58,31850.73,0.25,100.03,6.11,2569.65,13.66,14.80,23.49,14.14,17.27,13.90,20.96,2.14,22.63,8.49,1.35,121.06,1893.55,1657.86,14.38,2.31,19.81,20.00,19.67,19.61,19.40,21.01,19.37,18.48,18.48
Jubilant Ingrev.,543271,JUBLINGREA,INE0BY001018,Chemicals & Petrochemicals,Specialty Chemicals,680.30,34.08,10835.90,0.73,105.82,40.91,1300.27,25.28,11.37,45.02,35.35,11.43,3.47,9.52,0.25,-2.76,-2.24,9.30,36.80,524.27,508.10,65.09,8.87,13.41,12.94,12.43,15.31,13.79,12.95,13.68,28.37,28.37
Jubilant Pharmo,530019,JUBLPHARMA,INE700A01033,Pharmaceuticals & Biotechnology,Pharmaceuticals,924.50,37.95,14727.29,0.54,56.40,-45.09,2229.40,17.29,8.99,6.31,-12.64,3.27,2.08,6.53,0.51,9.64,47.05,6.58,36.72,1226.80,1072.10,47.15,3.79,14.15,15.21,16.22,11.12,14.82,15.20,15.23,19.82,19.82
JUJHAR LOGISTICS,534796,,INE198N01017,Industrial Products,Plastic Products - Industrial,229.00,27.79,211.49,0.00,5.24,615.38,45.49,17396.15,28.84,13.69,194.76,-2.50,3.90,17.18,0.61,13.77,155.61,0.00,31.02,34.58,-7.22,44.75,6.96,20.64,22.38,-1.86,16.53,25.43,6.90,-200.00,0.00,0.00
Julien Agro,536073,,INE890N01027,Construction,Civil Construction,1.19,,14.18,1.68,0.98,-52.66,12.69,-53.87,1.14,,30.67,,0.20,0.67,0.01,384.69,-79.23,0.00,11.00,-86.32,22.77,135.92,-3.67,-0.21,0.24,1.17,7.72,-5.18,0.56,7.52,94.07,94.07
Jullundur Motor,,JMA,INE412C01023,Auto Components,Trading - Auto components,90.58,6.46,206.89,2.21,7.96,42.11,160.47,15.41,15.26,9.93,5.56,12.19,0.75,11.35,0.00,7.32,3.38,0.00,6.95,11.42,-2.01,55.39,,5.61,5.26,5.18,5.45,6.29,5.71,3.88,23.07,23.07
Jumbo Bag,516078,,INE699D01015,Industrial Products,Packaging,88.93,7.10,74.43,0.00,5.54,145.13,43.08,40.60,14.63,6.81,82.18,9.74,1.56,14.16,0.86,1.86,51.54,0.00,10.54,11.52,-1.83,93.90,5.84,14.37,12.72,8.21,19.36,12.50,8.82,14.56,7.88,7.88
June Industries,531960,,INE108B01029,IT - Services,IT Enabled Services,6.11,,29.16,0.00,0.14,566.67,0.20,,-112.20,1.03,,-15.40,161.99,-112.20,0.00,0.00,,0.00,,0.59,-0.09,0.00,,-77.50,-240.00,0.00,70.00,-150.00,-63.27,,0.00,0.00
Jungle Camps,544304,,INE0WCH01015,Leisure Services,Hotels & Resorts,42.60,17.75,66.02,0.00,0.47,-26.25,5.97,11.59,9.74,53.75,64.13,10.94,1.19,7.65,0.11,28.00,108.01,0.00,17.61,2.51,5.08,16.46,81.71,25.45,26.20,30.86,23.62,40.84,27.16,27.29,0.00,0.00
Juniper Green,544853,JNPR,INE05C901015,Power,Power Generation,265.10,571.80,15084.15,0.00,33.45,54.22,291.20,81.24,3.30,,,1.03,,0.43,4.02,29.46,46.29,0.00,861.98,469.99,365.07,56.83,1.09,84.59,84.59,83.50,89.79,86.03,84.14,85.91,0.00,0.00
Juniper Hotels,544129,JUNIPER,INE696F01016,Leisure Services,Hotels & Resorts,216.82,26.02,4824.30,0.00,33.26,88.55,249.53,13.04,8.04,44.49,23.46,0.63,1.68,6.19,0.42,16.25,98.58,0.00,89.17,393.92,309.22,19.04,3.66,39.86,40.33,35.65,34.56,44.01,37.21,36.17,0.00,0.00
Jupiter Info.,534623,,INE524N01014,Retailing,Internet & Catalogue Retail,37.52,,37.60,0.00,0.02,-113.53,0.40,-75.46,1.50,19.66,-33.69,9.86,1.44,0.19,0.00,-23.85,-74.91,0.00,9.56,-29.84,1.07,0.00,,-285.22,-113.45,-116.93,-162.50,,-24.41,-4.29,0.00,0.00
Jupiter Life Lin,543980,JLHL,INE682M01020,Healthcare Services,Hospital,286.45,49.13,9390.69,0.07,37.52,-14.58,410.98,16.44,14.80,25.27,142.78,16.73,6.08,13.06,0.38,18.89,36.74,0.00,50.71,267.71,266.74,18.38,7.82,22.09,22.90,23.27,19.29,22.99,22.60,22.22,3.38,3.38
Jupiter Wagons,533272,JWL,INE209L01016,Industrial Manufacturing,Railway Wagons,243.24,58.42,10395.36,0.41,26.18,-13.61,670.74,46.02,9.16,23.97,27.95,13.90,3.49,6.39,0.33,12.13,14.97,0.00,46.30,9.45,104.19,94.73,4.62,11.49,12.13,14.27,9.68,10.09,12.85,12.90,24.98,24.98
Just Dial,535648,JUSTDIAL,INE599M01018,Retailing,Internet & Catalogue Retail,692.85,11.32,5892.62,0.00,166.22,4.12,327.47,9.94,7.01,12.45,3.80,2.69,1.15,3.38,0.02,12.84,52.19,0.00,58.67,268.70,311.49,0.00,84.66,28.83,29.45,29.37,26.69,28.90,20.32,29.02,0.00,0.00
